Time, GoodsNb, price, CustoNb, PosX_cust, PosY_cust, PosX_stor, PosY_stor, Dist
46, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
46, 0, 0.25, 6, 92, 66, 87, 82, 115.827
46, 0, 0.25, 7, 92, 94, 87, 82, 125.348
46, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
46, 0, 0.25, 9, 97, 88, 87, 82, 125.12
47, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
47, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
47, 0, 0.25, 2, 87, 31, 87, 82, 100.553
47, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
47, 0, 0.25, 4, 69, 55, 87, 82, 102.533
47, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
47, 0, 0.25, 6, 92, 66, 87, 82, 115.827
47, 0, 0.25, 7, 92, 94, 87, 82, 125.348
47, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
47, 0, 0.25, 9, 97, 88, 87, 82, 125.12
48, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
48, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
48, 0, 0.25, 2, 87, 31, 87, 82, 100.553
48, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
48, 0, 0.25, 4, 69, 55, 87, 82, 102.533
48, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
48, 0, 0.25, 6, 92, 66, 87, 82, 115.827
48, 0, 0.25, 7, 92, 94, 87, 82, 125.348
48, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
48, 0, 0.25, 9, 97, 88, 87, 82, 125.12
49, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
49, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
49, 0, 0.25, 2, 87, 31, 87, 82, 100.553
49, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
49, 0, 0.25, 4, 69, 55, 87, 82, 102.533
49, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
49, 0, 0.25, 6, 92, 66, 87, 82, 115.827
49, 0, 0.25, 7, 92, 94, 87, 82, 125.348
49, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
49, 0, 0.25, 9, 97, 88, 87, 82, 125.12
50, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
50, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
50, 0, 0.25, 2, 87, 31, 87, 82, 100.553
50, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
50, 0, 0.25, 4, 69, 55, 87, 82, 102.533
50, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
50, 0, 0.25, 6, 92, 66, 87, 82, 115.827
50, 0, 0.25, 7, 92, 94, 87, 82, 125.348
50, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
50, 0, 0.25, 9, 97, 88, 87, 82, 125.12
51, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
51, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
51, 0, 0.25, 2, 87, 31, 87, 82, 100.553
51, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
51, 0, 0.25, 4, 69, 55, 87, 82, 102.533
51, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
51, 0, 0.25, 6, 92, 66, 87, 82, 115.827
51, 0, 0.25, 7, 92, 94, 87, 82, 125.348
51, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
51, 0, 0.25, 9, 97, 88, 87, 82, 125.12
52, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
52, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
52, 0, 0.25, 2, 87, 31, 87, 82, 100.553
52, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
52, 0, 0.25, 4, 69, 55, 87, 82, 102.533
52, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
52, 0, 0.25, 6, 92, 66, 87, 82, 115.827
52, 0, 0.25, 7, 92, 94, 87, 82, 125.348
52, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
52, 0, 0.25, 9, 97, 88, 87, 82, 125.12
53, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
53, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
53, 0, 0.25, 2, 87, 31, 87, 82, 100.553
53, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
53, 0, 0.25, 4, 69, 55, 87, 82, 102.533
53, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
53, 0, 0.25, 6, 92, 66, 87, 82, 115.827
53, 0, 0.25, 7, 92, 94, 87, 82, 125.348
53, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
53, 0, 0.25, 9, 97, 88, 87, 82, 125.12
54, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
54, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
54, 0, 0.25, 2, 87, 31, 87, 82, 100.553
54, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
54, 0, 0.25, 4, 69, 55, 87, 82, 102.533
54, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
54, 0, 0.25, 6, 92, 66, 87, 82, 115.827
54, 0, 0.25, 7, 92, 94, 87, 82, 125.348
54, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
54, 0, 0.25, 9, 97, 88, 87, 82, 125.12
55, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
55, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
55, 0, 0.25, 2, 87, 31, 87, 82, 100.553
55, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
55, 0, 0.25, 4, 69, 55, 87, 82, 102.533
55, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
55, 0, 0.25, 6, 92, 66, 87, 82, 115.827
55, 0, 0.25, 7, 92, 94, 87, 82, 125.348
55, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
55, 0, 0.25, 9, 97, 88, 87, 82, 125.12
56, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
56, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
56, 0, 0.25, 2, 87, 31, 87, 82, 100.553
56, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
56, 0, 0.25, 4, 69, 55, 87, 82, 102.533
56, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
56, 0, 0.25, 6, 92, 66, 87, 82, 115.827
56, 0, 0.25, 7, 92, 94, 87, 82, 125.348
56, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
56, 0, 0.25, 9, 97, 88, 87, 82, 125.12
57, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
57, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
57, 0, 0.25, 2, 87, 31, 87, 82, 100.553
57, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
57, 0, 0.25, 4, 69, 55, 87, 82, 102.533
57, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
57, 0, 0.25, 6, 92, 66, 87, 82, 115.827
57, 0, 0.25, 7, 92, 94, 87, 82, 125.348
57, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
57, 0, 0.25, 9, 97, 88, 87, 82, 125.12
58, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
58, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
58, 0, 0.25, 2, 87, 31, 87, 82, 100.553
58, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
58, 0, 0.25, 4, 69, 55, 87, 82, 102.533
58, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
58, 0, 0.25, 6, 92, 66, 87, 82, 115.827
58, 0, 0.25, 7, 92, 94, 87, 82, 125.348
58, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
58, 0, 0.25, 9, 97, 88, 87, 82, 125.12
59, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
59, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
59, 0, 0.25, 2, 87, 31, 87, 82, 100.553
59, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
59, 0, 0.25, 4, 69, 55, 87, 82, 102.533
59, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
59, 0, 0.25, 6, 92, 66, 87, 82, 115.827
59, 0, 0.25, 7, 92, 94, 87, 82, 125.348
59, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
59, 0, 0.25, 9, 97, 88, 87, 82, 125.12
60, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
60, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
60, 0, 0.25, 2, 87, 31, 87, 82, 100.553
60, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
60, 0, 0.25, 4, 69, 55, 87, 82, 102.533
60, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
60, 0, 0.25, 6, 92, 66, 87, 82, 115.827
60, 0, 0.25, 7, 92, 94, 87, 82, 125.348
60, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
60, 0, 0.25, 9, 97, 88, 87, 82, 125.12
61, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
61, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
61, 0, 0.25, 2, 87, 31, 87, 82, 100.553
61, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
61, 0, 0.25, 4, 69, 55, 87, 82, 102.533
61, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
61, 0, 0.25, 6, 92, 66, 87, 82, 115.827
61, 0, 0.25, 7, 92, 94, 87, 82, 125.348
61, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
61, 0, 0.25, 9, 97, 88, 87, 82, 125.12
62, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
62, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
62, 0, 0.25, 2, 87, 31, 87, 82, 100.553
62, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
62, 0, 0.25, 4, 69, 55, 87, 82, 102.533
62, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
62, 0, 0.25, 6, 92, 66, 87, 82, 115.827
62, 0, 0.25, 7, 92, 94, 87, 82, 125.348
62, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
62, 0, 0.25, 9, 97, 88, 87, 82, 125.12
63, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
63, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
63, 0, 0.25, 2, 87, 31, 87, 82, 100.553
63, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
63, 0, 0.25, 4, 69, 55, 87, 82, 102.533
63, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
63, 0, 0.25, 6, 92, 66, 87, 82, 115.827
63, 0, 0.25, 7, 92, 94, 87, 82, 125.348
63, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
63, 0, 0.25, 9, 97, 88, 87, 82, 125.12
64, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
64, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
64, 0, 0.25, 2, 87, 31, 87, 82, 100.553
64, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
64, 0, 0.25, 4, 69, 55, 87, 82, 102.533
64, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
64, 0, 0.25, 6, 92, 66, 87, 82, 115.827
64, 0, 0.25, 7, 92, 94, 87, 82, 125.348
64, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
64, 0, 0.25, 9, 97, 88, 87, 82, 125.12
65, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
65, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
65, 0, 0.25, 2, 87, 31, 87, 82, 100.553
65, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
65, 0, 0.25, 4, 69, 55, 87, 82, 102.533
65, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
65, 0, 0.25, 6, 92, 66, 87, 82, 115.827
65, 0, 0.25, 7, 92, 94, 87, 82, 125.348
65, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
65, 0, 0.25, 9, 97, 88, 87, 82, 125.12
66, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
66, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
66, 0, 0.25, 2, 87, 31, 87, 82, 100.553
66, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
66, 0, 0.25, 4, 69, 55, 87, 82, 102.533
66, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
66, 0, 0.25, 6, 92, 66, 87, 82, 115.827
66, 0, 0.25, 7, 92, 94, 87, 82, 125.348
66, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
66, 0, 0.25, 9, 97, 88, 87, 82, 125.12
67, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
67, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
67, 0, 0.25, 2, 87, 31, 87, 82, 100.553
67, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
67, 0, 0.25, 4, 69, 55, 87, 82, 102.533
67, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
67, 0, 0.25, 6, 92, 66, 87, 82, 115.827
67, 0, 0.25, 7, 92, 94, 87, 82, 125.348
67, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
67, 0, 0.25, 9, 97, 88, 87, 82, 125.12
68, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
68, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
68, 0, 0.25, 2, 87, 31, 87, 82, 100.553
68, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
68, 0, 0.25, 4, 69, 55, 87, 82, 102.533
68, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
68, 0, 0.25, 6, 92, 66, 87, 82, 115.827
68, 0, 0.25, 7, 92, 94, 87, 82, 125.348
68, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
68, 0, 0.25, 9, 97, 88, 87, 82, 125.12
69, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
69, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
69, 0, 0.25, 2, 87, 31, 87, 82, 100.553
69, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
69, 0, 0.25, 4, 69, 55, 87, 82, 102.533
69, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
69, 0, 0.25, 6, 92, 66, 87, 82, 115.827
69, 0, 0.25, 7, 92, 94, 87, 82, 125.348
69, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
69, 0, 0.25, 9, 97, 88, 87, 82, 125.12
70, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
70, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
70, 0, 0.25, 2, 87, 31, 87, 82, 100.553
70, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
70, 0, 0.25, 4, 69, 55, 87, 82, 102.533
70, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
70, 0, 0.25, 6, 92, 66, 87, 82, 115.827
70, 0, 0.25, 7, 92, 94, 87, 82, 125.348
70, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
70, 0, 0.25, 9, 97, 88, 87, 82, 125.12
71, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
71, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
71, 0, 0.25, 2, 87, 31, 87, 82, 100.553
71, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
71, 0, 0.25, 4, 69, 55, 87, 82, 102.533
71, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
71, 0, 0.25, 6, 92, 66, 87, 82, 115.827
71, 0, 0.25, 7, 92, 94, 87, 82, 125.348
71, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
71, 0, 0.25, 9, 97, 88, 87, 82, 125.12
72, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
72, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
72, 0, 0.25, 2, 87, 31, 87, 82, 100.553
72, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
72, 0, 0.25, 4, 69, 55, 87, 82, 102.533
72, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
72, 0, 0.25, 6, 92, 66, 87, 82, 115.827
72, 0, 0.25, 7, 92, 94, 87, 82, 125.348
72, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
72, 0, 0.25, 9, 97, 88, 87, 82, 125.12
73, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
73, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
73, 0, 0.25, 2, 87, 31, 87, 82, 100.553
73, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
73, 0, 0.25, 4, 69, 55, 87, 82, 102.533
73, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
73, 0, 0.25, 6, 92, 66, 87, 82, 115.827
73, 0, 0.25, 7, 92, 94, 87, 82, 125.348
73, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
73, 0, 0.25, 9, 97, 88, 87, 82, 125.12
74, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
74, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
74, 0, 0.25, 2, 87, 31, 87, 82, 100.553
74, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
74, 0, 0.25, 4, 69, 55, 87, 82, 102.533
74, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
74, 0, 0.25, 6, 92, 66, 87, 82, 115.827
74, 0, 0.25, 7, 92, 94, 87, 82, 125.348
74, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
74, 0, 0.25, 9, 97, 88, 87, 82, 125.12
75, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
75, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
75, 0, 0.25, 2, 87, 31, 87, 82, 100.553
75, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
75, 0, 0.25, 4, 69, 55, 87, 82, 102.533
75, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
75, 0, 0.25, 6, 92, 66, 87, 82, 115.827
75, 0, 0.25, 7, 92, 94, 87, 82, 125.348
75, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
75, 0, 0.25, 9, 97, 88, 87, 82, 125.12
76, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
76, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
76, 0, 0.25, 2, 87, 31, 87, 82, 100.553
76, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
76, 0, 0.25, 4, 69, 55, 87, 82, 102.533
76, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
76, 0, 0.25, 6, 92, 66, 87, 82, 115.827
76, 0, 0.25, 7, 92, 94, 87, 82, 125.348
76, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
76, 0, 0.25, 9, 97, 88, 87, 82, 125.12
77, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
77, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
77, 0, 0.25, 2, 87, 31, 87, 82, 100.553
77, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
77, 0, 0.25, 4, 69, 55, 87, 82, 102.533
77, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
77, 0, 0.25, 6, 92, 66, 87, 82, 115.827
77, 0, 0.25, 7, 92, 94, 87, 82, 125.348
77, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
77, 0, 0.25, 9, 97, 88, 87, 82, 125.12
78, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
78, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
78, 0, 0.25, 2, 87, 31, 87, 82, 100.553
78, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
78, 0, 0.25, 4, 69, 55, 87, 82, 102.533
78, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
78, 0, 0.25, 6, 92, 66, 87, 82, 115.827
78, 0, 0.25, 7, 92, 94, 87, 82, 125.348
78, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
78, 0, 0.25, 9, 97, 88, 87, 82, 125.12
79, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
79, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
79, 0, 0.25, 2, 87, 31, 87, 82, 100.553
79, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
79, 0, 0.25, 4, 69, 55, 87, 82, 102.533
79, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
79, 0, 0.25, 6, 92, 66, 87, 82, 115.827
79, 0, 0.25, 7, 92, 94, 87, 82, 125.348
79, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
79, 0, 0.25, 9, 97, 88, 87, 82, 125.12
80, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
80, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
80, 0, 0.25, 2, 87, 31, 87, 82, 100.553
80, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
80, 0, 0.25, 4, 69, 55, 87, 82, 102.533
80, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
80, 0, 0.25, 6, 92, 66, 87, 82, 115.827
80, 0, 0.25, 7, 92, 94, 87, 82, 125.348
80, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
80, 0, 0.25, 9, 97, 88, 87, 82, 125.12
81, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
81, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
81, 0, 0.25, 2, 87, 31, 87, 82, 100.553
81, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
81, 0, 0.25, 4, 69, 55, 87, 82, 102.533
81, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
81, 0, 0.25, 6, 92, 66, 87, 82, 115.827
81, 0, 0.25, 7, 92, 94, 87, 82, 125.348
81, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
81, 0, 0.25, 9, 97, 88, 87, 82, 125.12
82, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
82, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
82, 0, 0.25, 2, 87, 31, 87, 82, 100.553
82, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
82, 0, 0.25, 4, 69, 55, 87, 82, 102.533
82, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
82, 0, 0.25, 6, 92, 66, 87, 82, 115.827
82, 0, 0.25, 7, 92, 94, 87, 82, 125.348
82, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
82, 0, 0.25, 9, 97, 88, 87, 82, 125.12
83, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
83, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
83, 0, 0.25, 2, 87, 31, 87, 82, 100.553
83, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
83, 0, 0.25, 4, 69, 55, 87, 82, 102.533
83, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
83, 0, 0.25, 6, 92, 66, 87, 82, 115.827
83, 0, 0.25, 7, 92, 94, 87, 82, 125.348
83, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
83, 0, 0.25, 9, 97, 88, 87, 82, 125.12
84, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
84, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
84, 0, 0.25, 2, 87, 31, 87, 82, 100.553
84, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
84, 0, 0.25, 4, 69, 55, 87, 82, 102.533
84, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
84, 0, 0.25, 6, 92, 66, 87, 82, 115.827
84, 0, 0.25, 7, 92, 94, 87, 82, 125.348
84, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
84, 0, 0.25, 9, 97, 88, 87, 82, 125.12
85, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
85, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
85, 0, 0.25, 2, 87, 31, 87, 82, 100.553
85, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
85, 0, 0.25, 4, 69, 55, 87, 82, 102.533
85, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
85, 0, 0.25, 6, 92, 66, 87, 82, 115.827
85, 0, 0.25, 7, 92, 94, 87, 82, 125.348
85, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
85, 0, 0.25, 9, 97, 88, 87, 82, 125.12
86, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
86, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
86, 0, 0.25, 2, 87, 31, 87, 82, 100.553
86, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
86, 0, 0.25, 4, 69, 55, 87, 82, 102.533
86, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
86, 0, 0.25, 6, 92, 66, 87, 82, 115.827
86, 0, 0.25, 7, 92, 94, 87, 82, 125.348
86, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
86, 0, 0.25, 9, 97, 88, 87, 82, 125.12
87, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
87, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
87, 0, 0.25, 2, 87, 31, 87, 82, 100.553
87, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
87, 0, 0.25, 4, 69, 55, 87, 82, 102.533
87, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
87, 0, 0.25, 6, 92, 66, 87, 82, 115.827
87, 0, 0.25, 7, 92, 94, 87, 82, 125.348
87, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
87, 0, 0.25, 9, 97, 88, 87, 82, 125.12
88, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
88, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
88, 0, 0.25, 2, 87, 31, 87, 82, 100.553
88, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
88, 0, 0.25, 4, 69, 55, 87, 82, 102.533
88, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
88, 0, 0.25, 6, 92, 66, 87, 82, 115.827
88, 0, 0.25, 7, 92, 94, 87, 82, 125.348
88, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
88, 0, 0.25, 9, 97, 88, 87, 82, 125.12
89, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
89, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
89, 0, 0.25, 2, 87, 31, 87, 82, 100.553
89, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
89, 0, 0.25, 4, 69, 55, 87, 82, 102.533
89, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
89, 0, 0.25, 6, 92, 66, 87, 82, 115.827
89, 0, 0.25, 7, 92, 94, 87, 82, 125.348
89, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
89, 0, 0.25, 9, 97, 88, 87, 82, 125.12
90, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
90, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
90, 0, 0.25, 2, 87, 31, 87, 82, 100.553
90, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
90, 0, 0.25, 4, 69, 55, 87, 82, 102.533
90, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
90, 0, 0.25, 6, 92, 66, 87, 82, 115.827
90, 0, 0.25, 7, 92, 94, 87, 82, 125.348
90, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
90, 0, 0.25, 9, 97, 88, 87, 82, 125.12
91, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
91, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
91, 0, 0.25, 2, 87, 31, 87, 82, 100.553
91, 0, 0.25, 3, 10, 92, 87, 82, 91.7279
91, 0, 0.25, 4, 69, 55, 87, 82, 102.533
91, 0, 0.25, 5, 9, 87, 87, 82, 88.9775
91, 0, 0.25, 6, 92, 66, 87, 82, 115.827
91, 0, 0.25, 7, 92, 94, 87, 82, 125.348
91, 0, 0.25, 8, 33, 80, 87, 82, 97.1133
91, 0, 0.25, 9, 97, 88, 87, 82, 125.12
92, 0, 0.25, 0, 59, 55, 87, 82, 98.1988
92, 0, 0.25, 1, 62, 34, 87, 82, 90.4544
